Source,Date,Mean
Geumcheon-gu,Sep-51,20
Geumcheon-gu,Aug-51,23
Geumcheon-gu,Jul-51,29
Geumcheon-gu,Jun-51,24
Geumcheon-gu,May-51,29
Geumcheon-gu,Apr-51,24
Geumcheon-gu,Mar-51,32
Geumcheon-gu,Feb-51,15
Geumcheon-gu,Jan-51,5
Geumcheon-gu,Dec-50,13
Geumcheon-gu,Nov-50,7
Geumcheon-gu,Oct-50,8
Geumcheon-gu,Sep-50,19
Geumcheon-gu,Aug-50,0
Geumcheon-gu,Jul-50,31
Geumcheon-gu,Jun-50,8
Geumcheon-gu,May-50,21
Geumcheon-gu,Apr-50,34
Geumcheon-gu,Mar-50,22
Geumcheon-gu,Feb-50,22
Geumcheon-gu,Jan-50,12
Geumcheon-gu,Dec-49,17
Geumcheon-gu,Nov-49,1
Geumcheon-gu,Oct-49,15
Geumcheon-gu,Sep-49,31
Geumcheon-gu,Aug-49,35
Geumcheon-gu,Jul-49,21
Geumcheon-gu,Jun-49,32
Geumcheon-gu,May-49,6
Geumcheon-gu,Apr-49,25
Geumcheon-gu,Mar-49,13
Geumcheon-gu,Feb-49,25
Geumcheon-gu,Jan-49,6
Geumcheon-gu,Dec-48,10
Geumcheon-gu,Nov-48,27
Geumcheon-gu,Oct-48,26
Geumcheon-gu,Sep-48,26
Geumcheon-gu,Aug-48,16
Geumcheon-gu,Jul-48,14
Geumcheon-gu,Jun-48,3
Geumcheon-gu,May-48,23
Geumcheon-gu,Apr-48,0
Geumcheon-gu,Mar-48,5
Geumcheon-gu,Feb-48,6
Geumcheon-gu,Jan-48,32
Geumcheon-gu,Dec-47,28
Geumcheon-gu,Nov-47,0
Geumcheon-gu,Oct-47,33
Geumcheon-gu,Sep-47,24
Geumcheon-gu,Aug-47,9
Geumcheon-gu,Jul-47,6
Geumcheon-gu,Jun-47,1
Geumcheon-gu,May-47,8
Geumcheon-gu,Apr-47,34
Geumcheon-gu,Mar-47,17
Geumcheon-gu,Feb-47,28
Geumcheon-gu,Jan-47,18
Geumcheon-gu,Dec-46,21
Geumcheon-gu,Nov-46,1
Geumcheon-gu,Oct-46,17
Geumcheon-gu,Sep-46,9
Geumcheon-gu,Aug-46,29
Geumcheon-gu,Jul-46,22
Geumcheon-gu,Jun-46,23
Geumcheon-gu,May-46,32
Geumcheon-gu,Apr-46,34
Geumcheon-gu,Mar-46,32
Geumcheon-gu,Feb-46,30
Geumcheon-gu,Jan-46,13
Geumcheon-gu,Dec-45,22
Geumcheon-gu,Nov-45,17
Geumcheon-gu,Oct-45,31
Geumcheon-gu,Sep-45,10
Geumcheon-gu,Aug-45,12
Geumcheon-gu,Jul-45,30
Geumcheon-gu,Jun-45,24
Geumcheon-gu,May-45,12
Geumcheon-gu,Apr-45,35
Geumcheon-gu,Mar-45,17
Geumcheon-gu,Feb-45,22
Geumcheon-gu,Jan-45,15
Geumcheon-gu,Dec-44,6
Geumcheon-gu,Nov-44,21
Geumcheon-gu,Oct-44,4
Geumcheon-gu,Sep-44,23
Geumcheon-gu,Aug-44,20
Geumcheon-gu,Jul-44,7
Geumcheon-gu,Jun-44,14
Geumcheon-gu,May-44,25
Geumcheon-gu,Apr-44,30
Geumcheon-gu,Mar-44,2
Geumcheon-gu,Feb-44,11
Geumcheon-gu,Jan-44,29
Geumcheon-gu,Dec-43,34
Geumcheon-gu,Nov-43,31
Geumcheon-gu,Oct-43,25
Geumcheon-gu,Sep-43,25
Geumcheon-gu,Aug-43,23
Geumcheon-gu,Jul-43,30
Geumcheon-gu,Jun-43,33
Geumcheon-gu,May-43,1
Geumcheon-gu,Apr-43,10
Geumcheon-gu,Mar-43,14
Geumcheon-gu,Feb-43,21
Geumcheon-gu,Jan-43,30
Geumcheon-gu,Dec-42,6
Geumcheon-gu,Nov-42,22
Geumcheon-gu,Oct-42,29
Geumcheon-gu,Sep-42,32
Geumcheon-gu,Aug-42,12
Geumcheon-gu,Jul-42,13
Geumcheon-gu,Jun-42,14
Geumcheon-gu,May-42,23
Geumcheon-gu,Apr-42,34
Geumcheon-gu,Mar-42,12
Geumcheon-gu,Feb-42,10
Geumcheon-gu,Jan-42,24
Geumcheon-gu,Dec-41,34
Geumcheon-gu,Nov-41,28
Geumcheon-gu,Oct-41,35
Geumcheon-gu,Sep-41,8
Geumcheon-gu,Aug-41,35
Geumcheon-gu,Jul-41,0
Geumcheon-gu,Jun-41,24
Geumcheon-gu,May-41,16
Geumcheon-gu,Apr-41,30
Geumcheon-gu,Mar-41,23
Geumcheon-gu,Feb-41,28
Geumcheon-gu,Jan-41,6
Geumcheon-gu,Dec-40,34
Geumcheon-gu,Nov-40,25
Geumcheon-gu,Oct-40,21
Geumcheon-gu,Sep-40,3
Geumcheon-gu,Aug-40,34
Geumcheon-gu,Jul-40,33
Geumcheon-gu,Jun-40,33
Geumcheon-gu,May-40,28
Geumcheon-gu,Apr-40,15
Geumcheon-gu,Mar-40,28
Geumcheon-gu,Feb-40,32
Geumcheon-gu,Jan-40,10
Geumcheon-gu,Dec-39,11
Geumcheon-gu,Nov-39,3
Geumcheon-gu,Oct-39,29
Geumcheon-gu,Sep-39,24
Geumcheon-gu,Aug-39,21
Geumcheon-gu,Jul-39,18
Geumcheon-gu,Jun-39,27
Geumcheon-gu,May-39,8
Geumcheon-gu,Apr-39,26
Geumcheon-gu,Mar-39,30
Geumcheon-gu,Feb-39,9
Geumcheon-gu,Jan-39,1
Geumcheon-gu,Dec-38,17
Geumcheon-gu,Nov-38,26
Geumcheon-gu,Oct-38,20
Geumcheon-gu,Sep-38,2
Geumcheon-gu,Aug-38,10
Geumcheon-gu,Jul-38,13
Geumcheon-gu,Jun-38,16
Geumcheon-gu,May-38,14
Geumcheon-gu,Apr-38,6
Geumcheon-gu,Mar-38,34
Geumcheon-gu,Feb-38,1
Geumcheon-gu,Jan-38,29
Geumcheon-gu,Dec-37,13
Geumcheon-gu,Nov-37,23
Geumcheon-gu,Oct-37,12
Geumcheon-gu,Sep-37,14
Geumcheon-gu,Aug-37,17
Geumcheon-gu,Jul-37,2
Geumcheon-gu,Jun-37,5
Geumcheon-gu,May-37,28
Geumcheon-gu,Apr-37,1
Geumcheon-gu,Mar-37,34
Geumcheon-gu,Feb-37,26
Geumcheon-gu,Jan-37,12
Geumcheon-gu,Dec-36,33
Geumcheon-gu,Nov-36,31
Geumcheon-gu,Oct-36,17
Geumcheon-gu,Sep-36,4
Geumcheon-gu,Aug-36,20
Geumcheon-gu,Jul-36,5
Geumcheon-gu,Jun-36,9
Geumcheon-gu,May-36,14
Geumcheon-gu,Apr-36,4
Geumcheon-gu,Mar-36,3
Geumcheon-gu,Feb-36,25
Geumcheon-gu,Jan-36,4
Geumcheon-gu,Dec-35,4
Geumcheon-gu,Nov-35,11
Geumcheon-gu,Oct-35,11
Geumcheon-gu,Sep-35,2
Geumcheon-gu,Aug-35,28
Geumcheon-gu,Jul-35,16
Geumcheon-gu,Jun-35,20
Geumcheon-gu,May-35,25
Geumcheon-gu,Apr-35,2
Geumcheon-gu,Mar-35,6
Geumcheon-gu,Feb-35,4
Geumcheon-gu,Jan-35,29
Geumcheon-gu,Dec-34,8
Geumcheon-gu,Nov-34,1
Geumcheon-gu,Oct-34,15
Geumcheon-gu,Sep-34,34
Geumcheon-gu,Aug-34,15
Geumcheon-gu,Jul-34,35
Geumcheon-gu,Jun-34,28
Geumcheon-gu,May-34,13
Geumcheon-gu,Apr-34,23
Geumcheon-gu,Mar-34,35
Geumcheon-gu,Feb-34,0
Geumcheon-gu,Jan-34,31
Geumcheon-gu,Dec-33,28
Geumcheon-gu,Nov-33,30
Geumcheon-gu,Oct-33,23
Geumcheon-gu,Sep-33,29
Geumcheon-gu,Aug-33,3
Geumcheon-gu,Jul-33,25
Geumcheon-gu,Jun-33,3
Geumcheon-gu,May-33,27
Geumcheon-gu,Apr-33,2
Geumcheon-gu,Mar-33,1
Geumcheon-gu,Feb-33,25
Geumcheon-gu,Jan-33,20
Geumcheon-gu,Dec-32,27
Geumcheon-gu,Nov-32,12
Geumcheon-gu,Oct-32,2
Geumcheon-gu,Sep-32,9
Geumcheon-gu,Aug-32,10
Geumcheon-gu,Jul-32,16
Geumcheon-gu,Jun-32,8
Geumcheon-gu,May-32,15
Geumcheon-gu,Apr-32,34
Geumcheon-gu,Mar-32,29
Geumcheon-gu,Feb-32,7
Geumcheon-gu,Jan-32,13
Geumcheon-gu,Dec-31,5
Geumcheon-gu,Nov-31,12
Geumcheon-gu,Oct-31,24
Geumcheon-gu,Sep-31,27
Geumcheon-gu,Aug-31,30
Geumcheon-gu,Jul-31,33
Geumcheon-gu,Jun-31,24
Geumcheon-gu,May-31,16
Geumcheon-gu,Apr-31,23
Geumcheon-gu,Mar-31,32
Geumcheon-gu,Feb-31,12
Geumcheon-gu,Jan-31,28
Geumcheon-gu,Dec-30,22
Geumcheon-gu,Nov-30,25
Geumcheon-gu,Oct-30,0
Geumcheon-gu,Sep-30,32
Geumcheon-gu,Aug-30,11
Geumcheon-gu,Jul-30,18
Geumcheon-gu,Jun-30,6
Geumcheon-gu,May-30,3
Geumcheon-gu,Apr-30,14
Geumcheon-gu,Mar-30,9
Geumcheon-gu,Feb-30,14
Geumcheon-gu,Jan-30,35
Geumcheon-gu,Dec-29,16
Geumcheon-gu,Nov-29,32
Geumcheon-gu,Oct-29,29
Geumcheon-gu,Sep-29,6
Geumcheon-gu,Aug-29,14
Geumcheon-gu,Jul-29,4
Geumcheon-gu,Jun-29,1
Geumcheon-gu,May-29,17
Geumcheon-gu,Apr-29,13
Geumcheon-gu,Mar-29,21
Geumcheon-gu,Feb-29,7
Geumcheon-gu,Jan-29,27
Geumcheon-gu,Dec-28,16
Geumcheon-gu,Nov-28,22
Geumcheon-gu,Oct-28,17
Geumcheon-gu,Sep-28,17
Geumcheon-gu,Aug-28,29
Geumcheon-gu,Jul-28,27
Geumcheon-gu,Jun-28,27
Geumcheon-gu,May-28,8
Geumcheon-gu,Apr-28,0
Geumcheon-gu,Mar-28,29
Geumcheon-gu,Feb-28,22
Geumcheon-gu,Jan-28,24
Geumcheon-gu,Dec-27,0
Geumcheon-gu,Nov-27,23
Geumcheon-gu,Oct-27,13
Geumcheon-gu,Sep-27,7
Geumcheon-gu,Aug-27,0
Geumcheon-gu,Jul-27,30
Geumcheon-gu,Jun-27,11
Geumcheon-gu,May-27,20
Geumcheon-gu,Apr-27,28
Geumcheon-gu,Mar-27,24
Geumcheon-gu,Feb-27,28
Geumcheon-gu,Jan-27,31
Geumcheon-gu,Dec-26,11
Geumcheon-gu,Nov-26,30
Geumcheon-gu,Oct-26,10
Geumcheon-gu,Sep-26,30
Geumcheon-gu,Aug-26,3
Geumcheon-gu,Jul-26,9
Geumcheon-gu,Jun-26,10
Geumcheon-gu,May-26,29
Geumcheon-gu,Apr-26,34
Geumcheon-gu,Mar-26,19
Geumcheon-gu,Feb-26,25
Geumcheon-gu,Jan-26,6
Geumcheon-gu,Dec-25,25
Geumcheon-gu,Nov-25,21
Geumcheon-gu,Oct-25,0
Geumcheon-gu,Sep-25,4
Geumcheon-gu,Aug-25,31
Geumcheon-gu,Jul-25,32
Geumcheon-gu,Jun-25,28
Geumcheon-gu,May-25,8
Geumcheon-gu,Apr-25,20
Geumcheon-gu,Mar-25,28
Geumcheon-gu,Feb-25,3
Geumcheon-gu,Jan-25,4
Geumcheon-gu,Dec-24,34
Geumcheon-gu,Nov-24,6
Geumcheon-gu,Oct-24,33
Geumcheon-gu,Sep-24,7
Geumcheon-gu,Aug-24,26
Geumcheon-gu,Jul-24,11
Geumcheon-gu,Jun-24,25
Geumcheon-gu,May-24,18
Geumcheon-gu,Apr-24,27
Geumcheon-gu,Mar-24,11
Geumcheon-gu,Feb-24,34
Geumcheon-gu,Jan-24,1
Geumcheon-gu,Dec-23,10
Geumcheon-gu,Nov-23,14
Geumcheon-gu,Oct-23,25
Geumcheon-gu,Sep-23,21
Geumcheon-gu,Aug-23,35
Geumcheon-gu,Jul-23,34
Geumcheon-gu,Jun-23,31
Geumcheon-gu,May-23,24
Geumcheon-gu,Apr-23,3
Geumcheon-gu,Mar-23,4
Geumcheon-gu,Feb-23,9
Geumcheon-gu,Jan-23,2
Geumcheon-gu,Dec-22,28
Geumcheon-gu,Nov-22,11
Geumcheon-gu,Oct-22,0
Geumcheon-gu,Sep-22,14
Geumcheon-gu,Aug-22,13
Geumcheon-gu,Jul-22,8
Geumcheon-gu,Jun-22,6
Geumcheon-gu,May-22,28
Geumcheon-gu,Apr-22,9
Geumcheon-gu,Mar-22,17
Geumcheon-gu,Feb-22,16
Geumcheon-gu,Jan-22,26
Geumcheon-gu,Dec-21,10
Geumcheon-gu,Nov-21,12
Geumcheon-gu,Oct-21,5
Geumcheon-gu,Sep-21,0
Geumcheon-gu,Aug-21,28
Geumcheon-gu,Jul-21,13
Geumcheon-gu,Jun-21,0
Geumcheon-gu,May-21,30
Geumcheon-gu,Apr-21,10
Geumcheon-gu,Mar-21,15
Geumcheon-gu,Feb-21,5
Geumcheon-gu,Jan-21,32
Geumcheon-gu,Dec-20,24
Geumcheon-gu,Nov-20,23
Geumcheon-gu,Oct-20,5
Geumcheon-gu,Sep-20,24
Geumcheon-gu,Aug-20,9
Geumcheon-gu,Jul-20,19
Geumcheon-gu,Jun-20,24
Geumcheon-gu,May-20,25
Geumcheon-gu,Apr-20,30
Geumcheon-gu,Mar-20,21
Geumcheon-gu,Feb-20,14
Geumcheon-gu,Jan-20,12
Geumcheon-gu,Dec-19,27
Geumcheon-gu,Nov-19,34
Geumcheon-gu,Oct-19,34
Geumcheon-gu,Sep-19,31
Geumcheon-gu,Aug-19,0
Geumcheon-gu,Jul-19,10
Geumcheon-gu,Jun-19,12
Geumcheon-gu,May-19,12
Geumcheon-gu,Apr-19,0
Geumcheon-gu,Mar-19,15
Geumcheon-gu,Feb-19,13
Geumcheon-gu,Jan-19,10
Geumcheon-gu,Dec-18,18
Geumcheon-gu,Nov-18,18
Geumcheon-gu,Oct-18,7
Geumcheon-gu,Sep-18,1
Geumcheon-gu,Aug-18,33
Geumcheon-gu,Jul-18,24
Geumcheon-gu,Jun-18,16
Geumcheon-gu,May-18,35
Geumcheon-gu,Apr-18,8
Geumcheon-gu,Mar-18,28
Geumcheon-gu,Feb-18,0
Geumcheon-gu,Jan-18,3
Geumcheon-gu,Dec-17,24
Geumcheon-gu,Nov-17,25
Geumcheon-gu,Oct-17,6
Geumcheon-gu,Sep-17,6
Geumcheon-gu,Aug-17,30
Geumcheon-gu,Jul-17,11
Geumcheon-gu,Jun-17,1
Geumcheon-gu,May-17,22
Geumcheon-gu,Apr-17,19
Geumcheon-gu,Mar-17,5
Geumcheon-gu,Feb-17,12
Geumcheon-gu,Jan-17,5
Geumcheon-gu,Dec-16,31
Geumcheon-gu,Nov-16,3
Geumcheon-gu,Oct-16,29
Geumcheon-gu,Sep-16,30
Geumcheon-gu,Aug-16,8
Geumcheon-gu,Jul-16,2
Geumcheon-gu,Jun-16,4
Geumcheon-gu,May-16,22
Geumcheon-gu,Apr-16,21
Geumcheon-gu,Mar-16,20
Geumcheon-gu,Feb-16,19
Geumcheon-gu,Jan-16,23
Geumcheon-gu,Dec-15,23
Geumcheon-gu,Nov-15,32
Geumcheon-gu,Oct-15,10
Geumcheon-gu,Sep-15,3
Geumcheon-gu,Aug-15,24
Geumcheon-gu,Jul-15,25
Geumcheon-gu,Jun-15,0
Geumcheon-gu,May-15,23
Geumcheon-gu,Apr-15,22
Geumcheon-gu,Mar-15,14
Geumcheon-gu,Feb-15,26
Geumcheon-gu,Jan-15,35
Geumcheon-gu,Dec-14,20
Geumcheon-gu,Nov-14,21
Geumcheon-gu,Oct-14,19
Geumcheon-gu,Sep-14,12
Geumcheon-gu,Aug-14,5
Geumcheon-gu,Jul-14,25
Geumcheon-gu,Jun-14,6
Geumcheon-gu,May-14,11
Geumcheon-gu,Apr-14,8
Geumcheon-gu,Mar-14,0
Geumcheon-gu,Feb-14,25
Geumcheon-gu,Jan-14,22
Geumcheon-gu,Dec-13,11
Geumcheon-gu,Nov-13,34
Geumcheon-gu,Oct-13,9
Geumcheon-gu,Sep-13,18
Geumcheon-gu,Aug-13,14
Geumcheon-gu,Jul-13,23
Geumcheon-gu,Jun-13,23
Geumcheon-gu,May-13,7
Geumcheon-gu,Apr-13,7
Geumcheon-gu,Mar-13,29
Geumcheon-gu,Feb-13,9
Geumcheon-gu,Jan-13,0
Geumcheon-gu,Dec-12,34
Geumcheon-gu,Nov-12,19
Geumcheon-gu,Oct-12,1
Geumcheon-gu,Sep-12,20
Geumcheon-gu,Aug-12,15
Geumcheon-gu,Jul-12,0
Geumcheon-gu,Jun-12,12
Geumcheon-gu,May-12,5
Geumcheon-gu,Apr-12,12
Geumcheon-gu,Mar-12,25
Geumcheon-gu,Feb-12,33
Geumcheon-gu,Jan-12,18
Geumcheon-gu,Dec-11,29
Geumcheon-gu,Nov-11,2
Geumcheon-gu,Oct-11,19
Geumcheon-gu,Sep-11,12
Geumcheon-gu,Aug-11,30
Geumcheon-gu,Jul-11,8
Geumcheon-gu,Jun-11,28
Geumcheon-gu,May-11,6
Geumcheon-gu,Apr-11,1
Geumcheon-gu,Mar-11,6
Geumcheon-gu,Feb-11,35
Geumcheon-gu,Jan-11,11
Geumcheon-gu,Dec-10,3
Geumcheon-gu,Nov-10,30
Geumcheon-gu,Oct-10,30
Geumcheon-gu,Sep-10,22
Geumcheon-gu,Aug-10,5
Geumcheon-gu,Jul-10,9
Geumcheon-gu,Jun-10,32
Geumcheon-gu,May-10,0
Geumcheon-gu,Apr-10,32
Geumcheon-gu,Mar-10,34
Geumcheon-gu,Feb-10,18
Geumcheon-gu,Jan-10,12
Geumcheon-gu,Dec-09,20
Geumcheon-gu,Nov-09,10
Geumcheon-gu,Oct-09,32
Geumcheon-gu,Sep-09,20
Geumcheon-gu,Aug-09,11
Geumcheon-gu,Jul-09,18
Geumcheon-gu,Jun-09,23
Geumcheon-gu,May-09,26
Geumcheon-gu,Apr-09,26
Geumcheon-gu,Mar-09,11
Geumcheon-gu,Feb-09,29
Geumcheon-gu,Jan-09,24
Geumcheon-gu,Dec-08,16
Geumcheon-gu,Nov-08,27
Geumcheon-gu,Oct-08,22
Geumcheon-gu,Sep-08,5
Geumcheon-gu,Aug-08,11
Geumcheon-gu,Jul-08,1
Geumcheon-gu,Jun-08,7
Geumcheon-gu,May-08,19
Geumcheon-gu,Apr-08,7
Geumcheon-gu,Mar-08,33
Geumcheon-gu,Feb-08,16
Geumcheon-gu,Jan-08,3
Geumcheon-gu,Dec-07,19
Geumcheon-gu,Nov-07,14
Geumcheon-gu,Oct-07,0
Geumcheon-gu,Sep-07,14
Geumcheon-gu,Aug-07,29
Geumcheon-gu,Jul-07,17
Geumcheon-gu,Jun-07,27
Geumcheon-gu,May-07,33
Geumcheon-gu,Apr-07,24
Geumcheon-gu,Mar-07,0
Geumcheon-gu,Feb-07,35
Geumcheon-gu,Jan-07,11
Geumcheon-gu,Dec-06,30
Geumcheon-gu,Nov-06,4
Geumcheon-gu,Oct-06,20
Geumcheon-gu,Sep-06,15
Geumcheon-gu,Aug-06,34
Geumcheon-gu,Jul-06,12
Geumcheon-gu,Jun-06,27
Geumcheon-gu,May-06,1
Geumcheon-gu,Apr-06,22
Geumcheon-gu,Mar-06,9
Geumcheon-gu,Feb-06,29
Geumcheon-gu,Jan-06,9
Geumcheon-gu,Dec-05,0
Geumcheon-gu,Nov-05,33
Geumcheon-gu,Oct-05,17
Geumcheon-gu,Sep-05,9
Geumcheon-gu,Aug-05,2
Geumcheon-gu,Jul-05,0
Geumcheon-gu,Jun-05,7
Geumcheon-gu,May-05,24
Geumcheon-gu,Apr-05,11
Geumcheon-gu,Mar-05,8
Geumcheon-gu,Feb-05,18
Geumcheon-gu,Jan-05,10
Geumcheon-gu,Dec-04,3
Geumcheon-gu,Nov-04,26
Geumcheon-gu,Oct-04,3
Geumcheon-gu,Sep-04,22
Geumcheon-gu,Aug-04,27
Geumcheon-gu,Jul-04,11
Geumcheon-gu,Jun-04,1
Geumcheon-gu,May-04,20
Geumcheon-gu,Apr-04,29
Geumcheon-gu,Mar-04,10
Geumcheon-gu,Feb-04,35
Geumcheon-gu,Jan-04,23
Geumcheon-gu,Dec-03,11
Geumcheon-gu,Nov-03,31
Geumcheon-gu,Oct-03,6
Geumcheon-gu,Sep-03,10
Geumcheon-gu,Aug-03,13
Geumcheon-gu,Jul-03,25
Geumcheon-gu,Jun-03,17
Geumcheon-gu,May-03,18
Geumcheon-gu,Apr-03,0
Geumcheon-gu,Mar-03,13
Geumcheon-gu,Feb-03,9
Geumcheon-gu,Jan-03,32
Geumcheon-gu,Dec-02,3
Geumcheon-gu,Nov-02,30
Geumcheon-gu,Oct-02,15
Geumcheon-gu,Sep-02,34
Geumcheon-gu,Aug-02,6
Geumcheon-gu,Jul-02,26
Geumcheon-gu,Jun-02,9
Geumcheon-gu,May-02,17
Geumcheon-gu,Apr-02,12
Geumcheon-gu,Mar-02,32
Geumcheon-gu,Feb-02,31
Geumcheon-gu,Jan-02,5
Geumcheon-gu,Dec-01,17
Geumcheon-gu,Nov-01,22
Geumcheon-gu,Oct-01,32
Geumcheon-gu,Sep-01,15
Geumcheon-gu,Aug-01,13
Geumcheon-gu,Jul-01,8
Geumcheon-gu,Jun-01,32
Geumcheon-gu,May-01,18
Geumcheon-gu,Apr-01,20
Geumcheon-gu,Mar-01,22
Geumcheon-gu,Feb-01,20
Geumcheon-gu,Jan-01,0
Geumcheon-gu,Dec-00,12
Geumcheon-gu,Nov-00,30
Geumcheon-gu,Oct-00,14
Geumcheon-gu,Sep-00,34
Geumcheon-gu,Aug-00,5
Geumcheon-gu,Jul-00,20
Geumcheon-gu,Jun-00,7
Geumcheon-gu,May-00,33
Geumcheon-gu,Apr-00,23
Geumcheon-gu,Mar-00,29
Geumcheon-gu,Feb-00,26
Geumcheon-gu,Jan-00,35
Geumcheon-gu,1899-12,11
Geumcheon-gu,1899-11,14
Geumcheon-gu,1899-10,1
Geumcheon-gu,1899-09,0
Geumcheon-gu,1899-08,5
Geumcheon-gu,1899-07,31
Geumcheon-gu,1899-06,11
Geumcheon-gu,1899-05,24
Geumcheon-gu,1899-04,29
Geumcheon-gu,1899-03,8
Geumcheon-gu,1899-02,6
Geumcheon-gu,1899-01,31
Geumcheon-gu,1898-12,32
Geumcheon-gu,1898-11,3
Geumcheon-gu,1898-10,26
Geumcheon-gu,1898-09,3
Geumcheon-gu,1898-08,5
Geumcheon-gu,1898-07,26
Geumcheon-gu,1898-06,22
Geumcheon-gu,1898-05,29
Geumcheon-gu,1898-04,13
Geumcheon-gu,1898-03,35
Geumcheon-gu,1898-02,22
Geumcheon-gu,1898-01,29
Geumcheon-gu,1897-12,30
Geumcheon-gu,1897-11,3
Geumcheon-gu,1897-10,33
Geumcheon-gu,1897-09,20
Geumcheon-gu,1897-08,15
Geumcheon-gu,1897-07,8
Geumcheon-gu,1897-06,31
Geumcheon-gu,1897-05,17
Geumcheon-gu,1897-04,28
Geumcheon-gu,1897-03,8
Geumcheon-gu,1897-02,19
Geumcheon-gu,1897-01,13
Geumcheon-gu,1896-12,26
Geumcheon-gu,1896-11,12
Geumcheon-gu,1896-10,0
Geumcheon-gu,1896-09,28
Geumcheon-gu,1896-08,8
Geumcheon-gu,1896-07,28
Geumcheon-gu,1896-06,7
Geumcheon-gu,1896-05,0
Geumcheon-gu,1896-04,15
Geumcheon-gu,1896-03,19
Geumcheon-gu,1896-02,22
Geumcheon-gu,1896-01,29
Geumcheon-gu,1895-12,28
Geumcheon-gu,1895-11,33
Geumcheon-gu,1895-10,0
Geumcheon-gu,1895-09,22
Geumcheon-gu,1895-08,17
Geumcheon-gu,1895-07,3
Geumcheon-gu,1895-06,29
Geumcheon-gu,1895-05,9
Geumcheon-gu,1895-04,6
Geumcheon-gu,1895-03,20
Geumcheon-gu,1895-02,6
Geumcheon-gu,1895-01,24
Geumcheon-gu,1894-12,33
Geumcheon-gu,1894-11,25
Geumcheon-gu,1894-10,24
Geumcheon-gu,1894-09,21
Geumcheon-gu,1894-08,13
Geumcheon-gu,1894-07,32
Geumcheon-gu,1894-06,14
Geumcheon-gu,1894-05,0
Geumcheon-gu,1894-04,21
Geumcheon-gu,1894-03,33
Geumcheon-gu,1894-02,9
Geumcheon-gu,1894-01,34
Geumcheon-gu,1893-12,15
Geumcheon-gu,1893-11,21
Geumcheon-gu,1893-10,13
Geumcheon-gu,1893-09,9
Geumcheon-gu,1893-08,32
Geumcheon-gu,1893-07,9
Geumcheon-gu,1893-06,32
Geumcheon-gu,1893-05,20
Geumcheon-gu,1893-04,28
Geumcheon-gu,1893-03,18
Geumcheon-gu,1893-02,19
Geumcheon-gu,1893-01,26
Geumcheon-gu,1892-12,15
Geumcheon-gu,1892-11,24
Geumcheon-gu,1892-10,25
Geumcheon-gu,1892-09,14
Geumcheon-gu,1892-08,30
Geumcheon-gu,1892-07,32
Geumcheon-gu,1892-06,23
Geumcheon-gu,1892-05,9
Geumcheon-gu,1892-04,2
Geumcheon-gu,1892-03,21
Geumcheon-gu,1892-02,5
Geumcheon-gu,1892-01,31
Geumcheon-gu,1891-12,34
Geumcheon-gu,1891-11,5
Geumcheon-gu,1891-10,35
Geumcheon-gu,1891-09,16
Geumcheon-gu,1891-08,11
Geumcheon-gu,1891-07,19
Geumcheon-gu,1891-06,22
Geumcheon-gu,1891-05,0
Geumcheon-gu,1891-04,2
Geumcheon-gu,1891-03,34
Geumcheon-gu,1891-02,34
Geumcheon-gu,1891-01,4
Geumcheon-gu,1890-12,21
Geumcheon-gu,1890-11,10
Geumcheon-gu,1890-10,9
Geumcheon-gu,1890-09,11
Geumcheon-gu,1890-08,14
Geumcheon-gu,1890-07,6
Geumcheon-gu,1890-06,3
Geumcheon-gu,1890-05,28
Geumcheon-gu,1890-04,19
Geumcheon-gu,1890-03,32
Geumcheon-gu,1890-02,7
Geumcheon-gu,1890-01,18
Geumcheon-gu,1889-12,29
Geumcheon-gu,1889-11,11
Geumcheon-gu,1889-10,29
Geumcheon-gu,1889-09,29
Geumcheon-gu,1889-08,12
Geumcheon-gu,1889-07,23
Geumcheon-gu,1889-06,22
Geumcheon-gu,1889-05,4
Geumcheon-gu,1889-04,33
Geumcheon-gu,1889-03,30
Geumcheon-gu,1889-02,17
Geumcheon-gu,1889-01,33
Geumcheon-gu,1888-12,8
Geumcheon-gu,1888-11,6
Geumcheon-gu,1888-10,28
Geumcheon-gu,1888-09,10
Geumcheon-gu,1888-08,0
Geumcheon-gu,1888-07,17
Geumcheon-gu,1888-06,33
Geumcheon-gu,1888-05,14
Geumcheon-gu,1888-04,7
Geumcheon-gu,1888-03,4
Geumcheon-gu,1888-02,30
Geumcheon-gu,1888-01,34
Geumcheon-gu,1887-12,9
Geumcheon-gu,1887-11,9
Geumcheon-gu,1887-10,22
Geumcheon-gu,1887-09,25
Geumcheon-gu,1887-08,17
Geumcheon-gu,1887-07,7
Geumcheon-gu,1887-06,5
Geumcheon-gu,1887-05,32
Geumcheon-gu,1887-04,11
Geumcheon-gu,1887-03,6
Geumcheon-gu,1887-02,28
Geumcheon-gu,1887-01,12
Geumcheon-gu,1886-12,24
Geumcheon-gu,1886-11,27
Geumcheon-gu,1886-10,6
Geumcheon-gu,1886-09,28
Geumcheon-gu,1886-08,29
Geumcheon-gu,1886-07,30
Geumcheon-gu,1886-06,17
Geumcheon-gu,1886-05,11
Geumcheon-gu,1886-04,3
Geumcheon-gu,1886-03,31
Geumcheon-gu,1886-02,29
Geumcheon-gu,1886-01,3
Geumcheon-gu,1885-12,33
Geumcheon-gu,1885-11,5
Geumcheon-gu,1885-10,11
